bin_id,lat,lon,route_id,service_day,capacity_l,service_time_min,base_growth_l_per_day,noise_l,fill_l_today,predicted_fill_pct
51,25.76649032549687,-80.22239911291601,2,Tue,1100,4.97,160.37,-1.91,799.96,72.72
52,25.76087209659196,-80.25445550518228,2,Mon,240,3.18,14.21,2.58,73.63,30.68
53,25.75701898655604,-80.20920034363536,2,Mon,240,2.45,20.34,-15.66,86.02,35.84
54,25.760581127759032,-80.22961847857867,2,Wed,240,3.47,150.04,-7.87,142.17,59.24
55,25.772122301369066,-80.23833563799074,2,Mon,240,4.53,52.78,-1.59,156.76,65.32
56,25.765618392336034,-80.21808971292467,2,Thu,240,3.1,30.96,3.85,127.68,53.2
57,25.755697174633962,-80.25352619745233,2,Tue,240,4.31,74.59,-7.54,216.23,90.1
58,25.769287229079833,-80.22141579708567,2,Fri,1100,3.02,52.53,-8.89,253.75,23.07
59,25.7685752276654,-80.20350121444093,2,Mon,240,4.75,105.22,7.39,112.61,46.92
60,25.77017193795165,-80.21628439461483,2,Thu,240,4.78,25.79,-14.48,37.09,15.46
61,25.75475071427883,-80.25290551326158,2,Wed,240,2.83,35.49,13.36,155.32,64.72
62,25.762089243156584,-80.24818727107777,2,Fri,240,4.28,47.63,-11.56,226.59,94.41
63,25.765130855978068,-80.21366473087264,2,Thu,1100,4.6,67.46,-8.37,328.92,29.9
64,25.754538844655098,-80.21425286862473,2,Fri,240,4.91,62.54,18.21,205.83,85.76
65,25.764683192216214,-80.20058422627804,2,Wed,1100,3.04,25.17,-5.21,70.31,6.39
66,25.754056144751846,-80.21564669557571,2,Tue,1100,3.39,244.08,-5.78,970.55,88.23
67,25.75430836764953,-80.25003525806459,2,Mon,240,3.67,59.36,4.48,182.55,76.06
68,25.760974937713222,-80.20059411139664,2,Fri,240,2.15,16.27,-14.24,67.1,27.96
69,25.76528590488174,-80.21150004298073,2,Tue,1100,4.6,394.86,-6.14,783.57,71.23
70,25.753377492741716,-80.22328100203991,2,Thu,240,4.57,60.19,-6.2,53.99,22.5
71,25.766821913806137,-80.22296909219422,2,Wed,240,3.2,124.18,-24.13,224.24,93.43
72,25.772659270705855,-80.21900537133877,2,Tue,240,4.56,31.64,-3.1,60.17,25.07
73,25.762181881021913,-80.24687846117031,2,Wed,240,4.66,10.0,-14.94,18.92,7.88
74,25.761353272383037,-80.23265258942322,2,Thu,1100,5.0,104.5,-1.42,207.57,18.87
75,25.753109992501475,-80.24850486287332,2,Wed,240,4.99,155.62,-3.9,151.71,63.21
76,25.75724552016769,-80.23966317869069,2,Fri,240,2.4,10.0,5.87,17.48,7.28
77,25.764669713538442,-80.23132410380566,2,Fri,240,3.36,48.35,-16.92,128.13,53.39
78,25.759841739926618,-80.21981819961522,2,Tue,1100,3.62,135.84,-17.06,390.48,35.5
79,25.75513482596065,-80.23238828629883,2,Wed,240,4.73,81.38,2.72,165.48,68.95
80,25.757544548026704,-80.22239642751512,2,Wed,240,2.72,10.0,23.83,24.68,10.29
81,25.846378319610178,-80.18925292488312,3,Wed,1100,4.64,714.21,-7.46,706.75,64.25
82,25.83035290684697,-80.17360451712173,3,Mon,240,2.88,87.75,-1.23,174.27,72.61
83,25.847405503993873,-80.18129212848932,3,Tue,240,2.69,53.75,-10.84,204.18,85.07
84,25.84617960015699,-80.16524804764009,3,Wed,240,4.03,37.6,-1.32,149.07,62.11
85,25.83596309829462,-80.2157384563922,3,Fri,1100,3.26,442.82,2.53,445.35,40.49
86,25.83372242635157,-80.16153218675875,3,Tue,240,2.28,52.13,2.44,210.96,87.9
87,25.81210872769274,-80.19829822795234,3,Thu,240,4.88,10.0,3.18,28.28,11.78
88,25.81515256723448,-80.16122073887028,3,Thu,240,3.41,35.58,0.31,178.22,74.26
89,25.821636546916352,-80.22588055002211,3,Fri,240,4.23,36.11,-11.28,169.29,70.54
90,25.8311112199422,-80.22415961072436,3,Mon,1100,4.6,156.19,14.27,482.84,43.89
91,25.82465062808407,-80.19244838917606,3,Thu,1100,2.07,192.78,-0.93,962.97,87.54
92,25.815542233659567,-80.22518507604462,3,Tue,240,2.96,39.36,-7.07,150.38,62.66
93,25.813227539236177,-80.20170952080943,3,Wed,240,4.81,12.63,2.79,28.05,11.69
94,25.8198668910076,-80.17963165398066,3,Mon,240,2.49,60.55,6.67,127.78,53.24
95,25.82834692205812,-80.20751132378744,3,Thu,240,2.3,85.08,8.31,178.46,74.36
96,25.825580831636564,-80.19431955606505,3,Mon,240,3.57,15.19,2.79,33.17,13.82
97,25.845861950132843,-80.19841403995275,3,Tue,240,4.88,28.5,-0.12,142.38,59.32
98,25.822283836264713,-80.16956601450337,3,Wed,240,4.29,225.8,9.48,235.28,98.03
99,25.82147412290372,-80.20607419851432,3,Thu,1100,4.86,22.17,-4.31,106.53,9.68
100,25.84145106236522,-80.19499794241726,3,Wed,240,4.54,75.42,-4.08,146.77,61.15
101,25.825473942773165,-80.21270684628463,3,Fri,240,2.48,71.75,4.79,220.04,91.68
102,25.812685523102363,-80.1632892652069,3,Mon,240,3.21,38.1,15.88,168.29,70.12
103,25.842733667834146,-80.19634180585666,3,Tue,1100,2.36,456.42,-10.76,902.09,82.01
104,25.812631350778783,-80.21818250196883,3,Tue,240,3.24,11.07,9.87,32.01,13.34
105,25.819019429814027,-80.22812006336518,3,Tue,1100,4.62,68.09,-18.81,253.54,23.05
106,25.815498230251837,-80.22656998458223,3,Mon,240,4.82,115.49,-1.66,229.31,95.55
107,25.82143587344612,-80.18512431225166,3,Wed,240,3.59,68.31,0.06,136.68,56.95
108,25.837233238561474,-80.1887093873147,3,Tue,1100,3.45,910.09,5.9,915.99,83.27
109,25.81069914401687,-80.16898665444303,3,Wed,240,2.76,12.84,8.86,21.71,9.04
110,25.838544126010902,-80.16870976195777,3,Wed,240,3.4,10.41,3.36,55.4,23.08
111,25.82200804764399,-80.16856040511325,3,Tue,1100,4.45,127.26,4.78,641.1,58.28
112,25.83108128857654,-80.16410506090321,3,Wed,240,2.15,54.4,22.43,76.83,32.01
113,25.84733846797017,-80.20332608039118,3,Wed,1100,4.38,133.86,-1.1,400.49,36.41
114,25.846706411809055,-80.20636215486327,3,Fri,240,4.98,10.0,9.24,17.06,7.11
115,25.82028998121652,-80.18649080866984,3,Mon,240,2.46,142.78,-10.0,132.78,55.32
116,25.824880216362466,-80.19963171731966,3,Thu,1100,3.38,138.57,4.44,697.27,63.39
117,25.843958381416723,-80.17893476385663,3,Mon,1100,3.03,60.46,6.32,308.61,28.06
118,25.816196051297354,-80.1869766831396,3,Tue,240,4.68,38.37,-3.03,188.83,78.68
119,25.833475902171834,-80.21659961143742,3,Wed,240,2.91,52.67,-1.1,209.58,87.33
120,25.81623609957177,-80.18762361624256,3,Fri,240,4.16,43.17,8.24,180.9,75.38
121,25.730806031781107,-80.18019464428353,4,Tue,240,4.46,14.52,0.62,44.19,18.41
122,25.737030878921775,-80.2102595618957,4,Wed,1100,3.51,165.64,-23.2,639.35,58.12
123,25.71483484673918,-80.24579024999295,4,Wed,240,2.63,27.74,-3.84,107.13,44.64
124,25.750760892069362,-80.17762524130663,4,Thu,240,4.47,90.09,2.73,92.82,38.67
125,25.72159486207617,-80.22052928689253,4,Tue,240,3.35,21.58,-24.51,83.41,34.75
126,25.763831066735616,-80.1636996734138,4,Wed,240,2.66,27.63,-15.07,123.06,51.27
127,25.72652328677724,-80.24534279240623,4,Fri,240,3.65,55.38,-3.64,162.51,67.71
128,25.727056527240595,-80.24417353210085,4,Wed,240,3.46,47.01,-0.85,46.16,19.23
129,25.76699782416789,-80.17671333104086,4,Fri,1100,3.68,169.45,-13.2,156.24,14.2
130,25.743532359002792,-80.2361364374901,4,Tue,240,4.03,10.0,-13.76,12.09,5.04
131,25.729412352151492,-80.18291197342357,4,Wed,1100,3.94,377.88,10.08,387.96,35.27
132,25.73727893425762,-80.18483111271972,4,Mon,1100,2.18,95.45,-12.28,274.08,24.92
133,25.74368971183859,-80.22107431823756,4,Wed,240,2.64,24.69,4.2,28.89,12.04
134,25.749275200101387,-80.19998256813,4,Wed,240,4.58,16.74,-8.8,41.44,17.27
135,25.724551250779697,-80.21957738488005,4,Wed,240,2.79,24.47,-7.14,115.22,48.01
136,25.75771610819624,-80.16787249229142,4,Thu,240,2.32,14.9,-11.95,62.56,26.07
137,25.739615282526817,-80.16565790068069,4,Wed,1100,4.26,674.69,-9.01,665.68,60.52
138,25.724297718769932,-80.20418208568364,4,Fri,240,2.97,42.81,5.66,219.69,91.54
139,25.746328626326594,-80.2291792845916,4,Wed,240,4.94,25.71,0.87,52.28,21.78
140,25.72293600233213,-80.21002981453216,4,Wed,240,3.75,10.0,6.18,38.2,15.92
141,25.76382721269939,-80.15892978503365,4,Fri,240,4.6,29.78,10.45,129.57,53.99
142,25.718800893486808,-80.23738622135969,4,Wed,240,4.78,75.46,-15.59,210.79,87.83
143,25.748476511083854,-80.20841681312815,4,Tue,240,3.7,36.02,-6.28,65.75,27.4
144,25.71778350500294,-80.25285818930526,4,Wed,240,3.14,10.0,9.99,25.55,10.65
145,25.751266558644815,-80.15027291527645,4,Wed,240,2.64,58.36,-8.36,166.72,69.47
146,25.73597598063086,-80.239429152664,4,Wed,1100,3.79,224.03,14.49,462.56,42.05
147,25.740899822199573,-80.19213514347906,4,Wed,240,4.77,20.06,16.2,96.43,40.18
148,25.750580495065428,-80.17527544462217,4,Wed,240,2.08,195.9,-20.14,175.76,73.23
149,25.715056306436683,-80.19663081938683,4,Fri,240,2.02,21.38,20.04,126.96,52.9
150,25.738379157057764,-80.22156374336954,4,Mon,240,2.81,19.3,-21.29,75.23,31.35
151,25.71226656466804,-80.2081680801001,4,Fri,240,4.9,48.54,-9.65,233.07,97.11
152,25.73150539663838,-80.1770244204544,4,Wed,1100,3.12,350.76,7.54,358.3,32.57
153,25.762014333743334,-80.16252780077066,4,Tue,240,4.95,27.85,-3.48,135.78,56.57
154,25.73554079829927,-80.15827859551246,4,Thu,240,4.38,58.48,5.65,122.62,51.09
155,25.740293909316655,-80.16077541786153,4,Mon,1100,2.07,215.51,-7.61,638.92,58.08
156,25.74300735264389,-80.24230217231595,4,Thu,240,3.13,22.52,9.67,99.75,41.56
157,25.71235500731901,-80.2531252400252,4,Mon,240,2.64,12.71,-10.75,27.38,11.41
158,25.761441297860088,-80.17954206568783,4,Wed,1100,3.21,426.67,4.69,858.02,78.0
159,25.718348477488224,-80.24048060706183,4,Tue,240,4.61,131.77,4.39,136.16,56.73
160,25.761441125335125,-80.15329911006434,4,Tue,240,4.98,67.09,-7.32,193.94,80.81
161,25.808273560353282,-80.22232839108209,5,Wed,240,2.44,21.69,-6.23,37.16,15.48
162,25.769892061374563,-80.15810704826525,5,Mon,1100,2.21,359.05,-11.5,347.55,31.6
163,25.785895412921416,-80.21088357758263,5,Fri,1100,3.34,269.99,3.3,543.28,49.39
164,25.773403345661812,-80.22126273423663,5,Thu,240,3.18,26.69,19.98,73.35,30.56
165,25.811272996640405,-80.22421262223001,5,Fri,240,2.39,10.71,-16.82,36.72,15.3
166,25.804707995373672,-80.17364739249838,5,Mon,1100,4.79,157.41,-19.35,295.48,26.86
167,25.80807480448749,-80.19334956567323,5,Mon,1100,3.84,356.37,10.79,1079.89,98.17
168,25.786451860311743,-80.20060919997916,5,Wed,240,2.05,11.7,5.55,52.34,21.81
169,25.781819368944216,-80.21218929843576,5,Fri,240,3.66,24.67,7.49,106.17,44.24
170,25.809626850087685,-80.20502865792446,5,Tue,1100,4.98,533.69,8.4,1075.78,97.8
171,25.809895229828207,-80.19667504385674,5,Tue,240,2.8,63.97,-8.03,183.87,76.61
172,25.80873579117842,-80.19034366510063,5,Fri,240,2.51,11.27,-5.82,16.73,6.97
173,25.794738403303064,-80.19410202161707,5,Mon,240,4.5,26.47,8.09,113.96,47.48
174,25.803269672315825,-80.23430417738672,5,Fri,240,4.74,78.77,-11.47,67.3,28.04
175,25.806375101596498,-80.18444323848341,5,Mon,240,2.83,220.57,-15.87,204.7,85.29
176,25.81036024964711,-80.20601543439551,5,Tue,240,4.33,48.65,-14.54,131.41,54.75
177,25.801813032864406,-80.2131521356622,5,Tue,240,2.01,35.43,11.9,189.05,78.77
178,25.773083059341964,-80.19371147357346,5,Fri,240,4.43,60.46,-16.21,44.25,18.44
179,25.79606760302166,-80.22005434568887,5,Fri,240,2.57,19.85,-14.1,45.46,18.94
180,25.78539425428511,-80.17784207469306,5,Tue,240,4.07,69.52,3.21,211.77,88.24
181,25.79942525010731,-80.23109397252331,5,Tue,1100,2.74,150.21,12.65,763.71,69.43
182,25.809919307794786,-80.23825954316665,5,Fri,240,2.56,33.66,1.95,35.62,14.84
183,25.789537379283345,-80.1988458386842,5,Tue,1100,4.41,156.74,0.79,157.53,14.32
184,25.785487473174445,-80.19758167226459,5,Thu,1100,3.21,184.21,3.24,371.65,33.79
185,25.784759338000136,-80.20120762101848,5,Fri,240,2.49,167.36,1.92,169.28,70.53
186,25.795306168470166,-80.23117523124486,5,Thu,1100,4.55,31.56,10.78,73.9,6.72
187,25.80796895624233,-80.20227953363455,5,Thu,240,3.86,97.16,10.85,108.01,45.0
188,25.80598869793406,-80.18202790379175,5,Tue,1100,3.32,252.69,-14.71,996.04,90.55
189,25.78113892605914,-80.18285163954187,5,Wed,1100,4.25,19.71,0.53,99.07,9.01
190,25.79697950763462,-80.17907969809738,5,Mon,240,3.75,40.64,-5.07,76.21,31.75
191,25.80383352435012,-80.20754508668942,5,Mon,240,4.21,35.27,3.88,144.96,60.4
192,25.80014189684732,-80.19787305406176,5,Wed,1100,4.17,1107.52,-11.0,1096.52,99.68
193,25.774680228346224,-80.20339389751032,5,Tue,240,3.42,65.49,0.02,196.5,81.88
194,25.77055908597381,-80.16916865936992,5,Mon,240,4.36,30.21,1.35,91.97,38.32
195,25.794779225107142,-80.23469781590455,5,Wed,240,4.31,34.37,-7.26,61.48,25.62
196,25.80786793179769,-80.16892099115033,5,Fri,240,2.66,34.12,12.28,148.75,61.98
197,25.778385754749426,-80.23480770820848,5,Tue,240,3.04,36.95,8.73,193.48,80.62
198,25.807288297829363,-80.1950403905913,5,Mon,240,4.25,44.02,-5.32,82.72,34.46
199,25.79875341545132,-80.16732942959096,5,Fri,240,3.59,29.24,2.04,119.0,49.58
200,25.781628000208435,-80.23750339311907,5,Mon,1100,4.13,378.4,2.37,759.17,69.02
